order_id,order_date,customer_id,product_id,sales,quantity,profit
CA-2019-105648,2019-03-03,EJ-14155,FUR-TA-10002958,626.352,3,-23.4882
CA-2019-127964,2019-03-03,AP-10720,TEC-PH-10004700,9.99,1,4.5954
CA-2019-127964,2019-03-03,AP-10720,OFF-BI-10004593,125.76,3,40.872
US-2019-127978,2019-03-03,JS-15595,OFF-LA-10000305,15.12,3,4.914
US-2019-127978,2019-03-03,JS-15595,OFF-ST-10002486,44.672,8,-10.0512
CA-2019-127964,2019-03-03,AP-10720,OFF-BI-10003429,25.32,5,9.1785
CA-2019-117016,2019-03-04,SC-20095,OFF-AR-10001374,15.552,3,2.3328
CA-2019-116239,2019-03-04,CL-12565,OFF-ST-10001370,354.9,5,17.745
CA-2019-169061,2019-03-05,AB-10150,OFF-PA-10001878,97.82,2,45.9754
CA-2019-169061,2019-03-05,AB-10150,OFF-AR-10000588,59.52,3,15.4752
CA-2019-169061,2019-03-05,AB-10150,TEC-AC-10002001,479.97,3,177.5889
CA-2019-169061,2019-03-05,AB-10150,OFF-SU-10000381,18.62,2,5.3998
CA-2019-169061,2019-03-05,AB-10150,OFF-BI-10001617,49.632,6,16.7508
CA-2019-104563,2019-03-07,CM-12715,FUR-CH-10004495,481.568,2,54.1764
CA-2019-104563,2019-03-07,CM-12715,FUR-CH-10002780,436.704,6,21.8352
CA-2019-104563,2019-03-07,CM-12715,OFF-ST-10000934,204.9,5,0.0
CA-2019-104563,2019-03-07,CM-12715,OFF-AR-10000390,20.65,5,9.499
CA-2019-156587,2019-03-07,AB-10015,FUR-CH-10004477,48.712,1,5.4801
US-2019-131982,2019-03-07,NP-18685,OFF-BI-10004224,107.648,2,33.64
CA-2019-156587,2019-03-07,AB-10015,OFF-AR-10001427,17.94,3,4.6644
CA-2019-156587,2019-03-07,AB-10015,OFF-ST-10002344,242.94,3,4.8588
US-2019-140116,2019-03-10,KT-16480,OFF-AR-10001044,83.168,4,9.3564
US-2019-140116,2019-03-10,KT-16480,OFF-ST-10000078,636.408,3,-15.9102
US-2019-100279,2019-03-10,SW-20275,OFF-PA-10002259,22.38,2,10.7424
US-2019-103338,2019-03-11,RB-19435,OFF-AR-10001770,7.98,3,2.0748
CA-2019-114790,2019-03-11,FM-14215,OFF-AP-10002578,146.76,3,38.1576
CA-2019-166884,2019-03-11,CK-12205,FUR-FU-10003981,8.32,5,2.288
CA-2019-166884,2019-03-11,CK-12205,OFF-FA-10001561,10.464,6,1.7004
CA-2019-114790,2019-03-11,FM-14215,TEC-AC-10000710,32.96,2,14.1728
CA-2019-114790,2019-03-11,FM-14215,OFF-PA-10000213,14.94,3,7.0218
CA-2019-158337,2019-03-11,KA-16525,OFF-PA-10002137,108.92,14,49.014
CA-2019-114790,2019-03-11,FM-14215,TEC-PH-10000984,587.97,3,164.6316
US-2019-125521,2019-03-14,CK-12325,FUR-CH-10003379,1139.92,4,284.98
CA-2019-157623,2019-03-14,DK-13225,OFF-PA-10001204,10.56,2,4.752
CA-2019-100293,2019-03-14,NF-18475,OFF-PA-10000176,91.056,6,31.8696
CA-2019-114510,2019-03-14,JF-15295,OFF-BI-10001617,33.088,4,11.1672
CA-2019-114510,2019-03-14,JF-15295,OFF-ST-10000736,80.98,1,3.2392
CA-2019-114510,2019-03-14,JF-15295,TEC-AC-10004877,82.8,12,6.624
CA-2019-114510,2019-03-14,JF-15295,OFF-ST-10003221,21.36,2,5.7672
CA-2019-114510,2019-03-14,JF-15295,OFF-BI-10003007,62.048,2,20.1656
CA-2019-157623,2019-03-14,DK-13225,OFF-AR-10003723,3.38,1,1.2506
CA-2019-152618,2019-03-14,RB-19465,TEC-MA-10003626,574.91,2,156.047
CA-2019-152618,2019-03-14,RB-19465,OFF-PA-10001215,8.448,2,2.64
CA-2019-149958,2019-03-15,AS-10240,OFF-BI-10001543,43.188,4,-31.6712
CA-2019-149958,2019-03-15,AS-10240,OFF-ST-10001490,142.776,1,17.847
CA-2019-149958,2019-03-15,AS-10240,FUR-FU-10001756,45.696,3,5.1408
CA-2019-149958,2019-03-15,AS-10240,OFF-BI-10000773,7.218,3,-5.5338
CA-2019-149958,2019-03-15,AS-10240,OFF-PA-10002120,131.904,3,47.8152
CA-2019-157609,2019-03-16,KN-16705,TEC-PH-10002415,471.92,2,29.495
US-2019-164763,2019-03-17,MH-17440,OFF-BI-10000605,11.43,3,5.3721
US-2019-164763,2019-03-17,MH-17440,OFF-BI-10000309,30.44,2,14.9156
US-2019-164763,2019-03-17,MH-17440,OFF-PA-10003349,12.96,2,6.3504
CA-2019-127859,2019-03-17,QJ-19255,OFF-PA-10003641,126.624,6,41.1528
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10004175,613.908,3,-122.7816
US-2019-148838,2019-03-17,CP-12340,OFF-PA-10002960,34.86,7,16.3842
CA-2019-118339,2019-03-17,BN-11515,OFF-BI-10000136,35.88,6,17.2224
CA-2019-118339,2019-03-17,BN-11515,OFF-BI-10001758,53.4,10,25.098
CA-2019-118339,2019-03-17,BN-11515,OFF-AR-10003829,19.68,6,5.7072
US-2019-148838,2019-03-17,CP-12340,OFF-PA-10000919,155.04,4,75.9696
CA-2019-158442,2019-03-17,AZ-10750,OFF-AR-10003732,4.448,2,0.3336
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10001950,1071.576,4,-553.6476
CA-2019-158442,2019-03-17,AZ-10750,OFF-PA-10002365,15.552,3,5.4432
CA-2019-118339,2019-03-17,BN-11515,OFF-PA-10000466,47.18,7,23.59
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10003473,1579.746,7,-447.5947
US-2019-164763,2019-03-17,MH-17440,OFF-PA-10003063,16.0,4,7.68
US-2019-164763,2019-03-17,MH-17440,OFF-AP-10003971,32.67,3,8.4942
CA-2019-158442,2019-03-17,AZ-10750,OFF-PA-10002195,5.184,1,1.8792
CA-2019-118339,2019-03-17,BN-11515,OFF-AP-10001154,93.78,2,36.5742
CA-2019-145317,2019-03-18,SM-20320,TEC-MA-10003626,821.3,4,-16.426
CA-2019-145317,2019-03-18,SM-20320,FUR-FU-10001986,122.352,3,15.294
CA-2019-145317,2019-03-18,SM-20320,TEC-MA-10002412,22638.48,6,-1811.0784
US-2019-131275,2019-03-18,SC-20050,OFF-ST-10000078,1856.19,7,334.1142
CA-2019-145317,2019-03-18,SM-20320,OFF-PA-10001804,21.376,4,7.4816
CA-2019-145317,2019-03-18,SM-20320,OFF-FA-10003112,18.936,3,5.9175
CA-2019-145317,2019-03-18,SM-20320,FUR-FU-10004270,30.768,2,8.0766
US-2019-131275,2019-03-18,SC-20050,FUR-FU-10004597,111.0,2,14.43
CA-2019-145317,2019-03-18,SM-20320,OFF-AR-10003183,8.016,3,1.002
CA-2019-111871,2019-03-18,EK-13795,FUR-BO-10004218,1198.33,10,70.49
US-2019-131275,2019-03-18,SC-20050,TEC-MA-10001148,1279.968,4,415.9896
CA-2019-103989,2019-03-19,MC-17605,TEC-AC-10002647,170.24,2,53.2
CA-2019-103989,2019-03-19,MC-17605,TEC-PH-10004667,323.976,3,28.3479
CA-2019-103989,2019-03-19,MC-17605,FUR-FU-10002508,20.016,3,5.5044
CA-2019-103989,2019-03-19,MC-17605,OFF-LA-10000443,11.808,4,3.9852
CA-2019-103989,2019-03-19,MC-17605,OFF-ST-10000918,26.16,3,1.962
CA-2019-103989,2019-03-19,MC-17605,OFF-BI-10001196,33.57,5,-25.737
CA-2019-103989,2019-03-19,MC-17605,FUR-FU-10003981,4.992,3,1.3728
CA-2019-163223,2019-03-21,KH-16690,OFF-BI-10001597,122.94,3,59.0112
US-2019-155544,2019-03-21,GM-14440,FUR-CH-10000422,218.376,3,-10.9188
CA-2019-163223,2019-03-21,KH-16690,OFF-PA-10000675,122.97,3,60.2553
CA-2019-163223,2019-03-21,KH-16690,OFF-AR-10001573,9.32,4,2.7028
US-2019-155544,2019-03-21,GM-14440,FUR-FU-10001473,32.952,3,6.5904
US-2019-155544,2019-03-21,GM-14440,OFF-LA-10004544,59.2,5,22.2
CA-2019-163223,2019-03-21,KH-16690,TEC-PH-10000730,3499.93,7,909.9818
CA-2019-140004,2019-03-21,CB-12025,OFF-AR-10004027,6.048,3,1.5876
CA-2019-140004,2019-03-21,CB-12025,OFF-AR-10004685,7.408,2,1.2038
US-2019-107405,2019-03-21,TS-21205,OFF-ST-10002301,16.272,1,-3.8646
CA-2019-163223,2019-03-21,KH-16690,OFF-LA-10004409,14.4,5,6.624
CA-2019-148040,2019-03-22,BF-11275,FUR-CH-10001482,314.352,3,-35.3646
US-2019-158057,2019-03-22,CC-12685,OFF-BI-10002735,51.465,5,-39.4565
CA-2019-148040,2019-03-22,BF-11275,OFF-PA-10002581,74.352,3,23.235
US-2019-158057,2019-03-22,CC-12685,OFF-BI-10004410,7.644,4,-5.8604
US-2019-129609,2019-03-22,VM-21835,OFF-AR-10003478,16.28,2,6.512
CA-2019-164749,2019-03-23,BG-11740,OFF-LA-10004484,9.912,3,3.2214
CA-2019-120838,2019-03-23,PO-18865,TEC-PH-10003484,604.752,6,37.797
CA-2019-120838,2019-03-23,PO-18865,OFF-ST-10000585,330.4,2,85.904
CA-2019-143637,2019-03-24,MS-17710,FUR-FU-10002813,40.48,2,14.5728
CA-2019-147235,2019-03-24,CD-11920,OFF-PA-10004948,24.9,5,11.703
CA-2019-148586,2019-03-25,AZ-10750,FUR-CH-10002439,366.786,7,65.2064
CA-2019-128237,2019-03-25,CA-12265,OFF-AR-10003829,6.56,2,1.9024
CA-2019-128237,2019-03-25,CA-12265,OFF-AR-10003338,14.88,2,3.72
CA-2019-128237,2019-03-25,CA-12265,TEC-AC-10002558,45.48,4,15.918
CA-2019-128237,2019-03-25,CA-12265,OFF-AR-10000034,25.44,6,9.9216
CA-2019-100860,2019-03-26,CS-12505,OFF-LA-10001982,18.75,5,9.0
CA-2019-138436,2019-03-26,JD-15895,TEC-AC-10002323,66.3,3,8.619
CA-2019-141838,2019-03-26,DK-12835,OFF-AR-10004272,3.36,2,0.84
CA-2019-141838,2019-03-26,DK-12835,OFF-BI-10003291,27.936,4,9.4284
CA-2019-141838,2019-03-26,DK-12835,TEC-PH-10004100,28.784,2,2.8784
US-2019-137869,2019-03-28,CV-12295,FUR-TA-10003954,1184.72,4,106.6248
CA-2019-100881,2019-03-28,DR-12940,TEC-PH-10003273,302.376,3,22.6782
US-2019-117380,2019-03-28,MP-18175,FUR-TA-10000198,330.588,1,-143.2548
US-2019-137869,2019-03-28,CV-12295,OFF-EN-10001509,6.12,3,2.8764
CA-2019-137274,2019-03-29,MG-18145,FUR-TA-10001889,890.841,3,-152.7156
CA-2019-162089,2019-03-30,MP-17470,TEC-PH-10001819,251.944,7,88.1804
US-2019-113124,2019-03-30,NC-18340,OFF-ST-10001511,129.3,2,6.465
CA-2019-162089,2019-03-30,MP-17470,FUR-CH-10002304,127.302,7,-9.093
CA-2019-133424,2019-03-30,Dl-13600,OFF-ST-10002957,15.84,3,0.0
CA-2019-133424,2019-03-30,Dl-13600,OFF-LA-10002312,44.4,3,22.2
US-2019-105151,2019-03-30,SG-20890,OFF-AR-10001231,10.5,5,2.94
CA-2019-162089,2019-03-30,MP-17470,OFF-EN-10002230,335.72,5,113.3055
CA-2019-169033,2019-03-30,KM-16720,OFF-AR-10001915,49.65,5,20.853
CA-2019-131247,2019-03-30,GA-14725,FUR-BO-10001337,205.666,2,-12.098
CA-2019-130428,2019-03-31,TG-21640,OFF-BI-10001636,12.645,5,-10.116
CA-2019-130428,2019-03-31,TG-21640,OFF-AR-10004027,4.032,2,1.0584
CA-2019-130428,2019-03-31,TG-21640,FUR-CH-10002965,1125.488,7,98.4802
CA-2019-101770,2019-03-31,KB-16240,OFF-BI-10001097,1.869,1,-1.3083
US-2019-104759,2019-03-31,DD-13570,TEC-AC-10004901,79.984,2,13.9972
CA-2019-112403,2019-03-31,JO-15280,OFF-BI-10003529,0.852,1,-0.5964
CA-2019-128055,2019-03-31,AA-10315,OFF-AP-10002765,52.98,2,14.8344
US-2019-104759,2019-03-31,DD-13570,OFF-BI-10002071,8.134,7,-13.8278
CA-2019-128055,2019-03-31,AA-10315,OFF-BI-10004390,673.568,2,252.588
US-2019-157021,2019-04-01,KM-16720,OFF-BI-10000042,17.088,4,5.5536
US-2019-157021,2019-04-01,KM-16720,OFF-LA-10002312,29.6,2,14.8
CA-2019-138359,2019-04-01,KH-16330,OFF-BI-10000145,6.24,2,3.0576
CA-2019-138359,2019-04-01,KH-16330,OFF-ST-10000636,66.96,4,2.6784
CA-2019-160276,2019-04-02,AH-10690,FUR-FU-10003192,177.68,2,46.1968
CA-2019-164315,2019-04-02,RD-19585,OFF-PA-10004248,15.84,3,7.128
US-2019-157847,2019-04-02,SC-20020,OFF-PA-10002986,26.72,5,9.352
CA-2019-164315,2019-04-02,RD-19585,TEC-PH-10001128,1049.93,7,293.9804
CA-2019-164315,2019-04-02,RD-19585,OFF-AP-10003842,154.9,5,40.274
US-2019-157847,2019-04-02,SC-20020,OFF-PA-10001593,33.488,7,10.465
CA-2019-112291,2019-04-03,KE-16420,OFF-EN-10001415,11.16,2,5.58
CA-2019-112291,2019-04-03,KE-16420,TEC-AC-10000736,159.98,2,57.5928
CA-2019-112291,2019-04-03,KE-16420,TEC-AC-10001284,62.31,3,22.4316
CA-2019-149538,2019-04-04,KB-16585,OFF-PA-10003797,19.44,3,9.3312
CA-2019-133228,2019-04-04,MS-17710,OFF-AR-10001955,79.36,4,23.808
CA-2019-133228,2019-04-04,MS-17710,FUR-FU-10004020,5.47,1,2.3521
CA-2019-149538,2019-04-04,KB-16585,OFF-PA-10002195,12.96,2,6.3504
US-2019-128685,2019-04-04,MZ-17515,OFF-BI-10004140,7.184,2,2.245
CA-2019-105172,2019-04-04,PK-18910,OFF-LA-10001641,18.9,6,9.072
CA-2019-149538,2019-04-04,KB-16585,OFF-ST-10004180,232.55,5,9.302
CA-2019-149538,2019-04-04,KB-16585,TEC-AC-10002926,99.98,2,42.9914
CA-2019-151001,2019-04-05,JG-15805,OFF-ST-10001031,52.096,4,3.9072
US-2019-157231,2019-04-05,RP-19855,OFF-BI-10002852,115.36,7,56.5264
CA-2019-102988,2019-04-05,GM-14695,OFF-AR-10004757,22.96,7,7.5768
CA-2019-149104,2019-04-05,RD-19900,OFF-AR-10002952,26.7,2,7.476
CA-2019-149104,2019-04-05,RD-19900,OFF-BI-10004209,40.2,5,18.09
CA-2019-102988,2019-04-05,GM-14695,TEC-PH-10001615,28.99,1,8.4071
CA-2019-113887,2019-04-05,TH-21550,OFF-PA-10004071,55.48,1,26.6304
CA-2019-149104,2019-04-05,RD-19900,OFF-AR-10004685,13.89,3,4.5837
CA-2019-149104,2019-04-05,RD-19900,OFF-ST-10000991,689.82,6,20.6946
CA-2019-102988,2019-04-05,GM-14695,OFF-SU-10002881,4164.05,5,83.281
CA-2019-102988,2019-04-05,GM-14695,OFF-PA-10003349,12.96,2,6.3504
CA-2019-102988,2019-04-05,GM-14695,OFF-AR-10000127,22.96,7,6.6584
CA-2019-151001,2019-04-05,JG-15805,OFF-ST-10003455,49.632,4,3.7224
CA-2019-153808,2019-04-06,FH-14275,OFF-BI-10002794,65.568,2,23.7684
CA-2019-169803,2019-04-06,SC-20260,TEC-AC-10003441,33.9,2,2.034
